CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"98,739","PO Box 5070London, KY 40745-5070",Appalachia HIDTA,"9,012",
"98,739","PO Box 5070London, KY 40745-5070",Appalachia HIDTA,"2,387",
"98,729","250 N. Orange Avenue, Orlando, Florida 32801",Metropolitian Bureau of Investigations,"5,181","4,752"
"98,713",CAEQ00286,South Lake El Dorado Narcotics Enforcement Task Force (SLEDNET),"2,360",
"98,706","640 Northeast 114th Street, Biscayne Park, Florida 33161",Biscayne Park Police Department,,
"98,704",ORDEA03S0,DEA Task Force,"15,766",0
"98,700","c/o Waltham Police Department155 Lexington StreetWaltham, MA",Suburban Middlesex County Drug Task Force,"1,159",0
"98,687",WV0230900,US 119 Task Force,"7,747",
"98,682",21 McGrath Highway Somerville Ma,Middlesex County District Attorney,"35,488",
"98,649",00,00,0,0
"98,626","640 NE 114th Street, Biscayne Park, Florida 33161",Biscayne Park Police Department,,
"98,606","Culpeper, VA",Culpeper Police Department,881,
"98,606",District of West Virginia,US Marshals Service,137,
"98,606","Madison, VA",Madison County Sheriff's Office,881,
"98,606","Orange, VA",Orange County Sheriff's Office,881,
"98,606","Orange, VA",Orange Police Department,881,
"98,606","Richmond, VA",        Department of State Police,881,
"98,599",OR0170000,Josephine County JOINT,"136,052",
"98,597","100 E. WeatherfordFort Worth, TX  76196",Tarrant County,"12,163",0
"98,597","1201 N Hwy 77 Suite 104Waxahachie, TX  75165",Ellis County,"2,112",0
"98,597","255 Parkway BlvdCoppell, TX  75019",City of Coppell - Police Department,"42,630","1,824"
"98,561",FL0130200,Coral Gables Police Department,"3,111",
"98,561",FL0130200,Coral Gables Police Department,"2,627",
"98,561",FL0130200,Coral Gables Police Department,"3,653",
"98,561",FL0130200,Coral Gables Police Department,"4,241",
"98,552",CA0300045,OC Sheriff Regional Narcotics Suppression Program,"1,229,519",0
"98,538",FLEQ00213,South Florida Money Laundering Strike Force,"11,974",
"98,507","Knoxville Police Dept P O Box 3610 Knoxville, TN. 37927",Agency Not Entered,400,
"98,478","25 Capitol Street Room 121 Concord, NH 03301",State of New Hampshire,236,
"98,462",MI6316300,OAKLAND COUNTY NARCOTIC'S ENFORCEMENT TEAM,"6,093",
"98,459","402 Bosley Avenue, Towson, MD 21204NCIC/ORI/Tracking Number:  MD003023A",Baltimore County State Attorney Office,168,
"98,459","Maryland State PoliceCriminal Investigation DivisionComputer Crimes SectionAttn:  Lt. John Wilheim7155-C Columbia Gateway DriveColumbia, Maryland 21046 ",Maryland State Police ,"1,553",
"98,445",SC0320500,Drug Enforcement Administration,"18,715",
"98,440","103 South Main Street Waterbury, VT 05671-2101",State of Vermont - Public Safety,468,
"98,439","State Attorney's Office401 N. Dixie HighwayWest Palm Beach, FL  33401",State Attorney-Money Laundering Task Force,"2,717",
"98,422",FL0420000,Marion County Sheriff's Office,"19,773",
"98,422",FL0420000,Marion County Sheriff's Office,,"15,104"
"98,394","401 Main Street, Byron, GA 31008",Byron Police Department,"3,423",
"98,355","214 N. 4th St., Suite 100Waco, TX  76701",Agriplex Drug Task Force,"9,363","9,420"
"98,349","80 Centre StreetNew York, NY 10013",Office of the Special Narcotics for City of New York,"1,358,443","89,079"
"98,346",TDF922246,IRS Criminal Investigations- Houston Internet Gambling Case,,"165,577"
"98,319",GA10600NT,Metro Narcotics Task Force,"10,000",
"98,295",0,0,0,0
"98,268","1355 Congress Street Ste.D  Portland, ME  04102",NEHIDTA,"18,248",
"98,250","Judy A. Newcomb, Escrow Siezure Account, P.O. Box 1269,  Bay Minette, AL 36507",Baldwin County District Attorney,"4,045",
"98,240",MI8270100,DRANO MSP Task Force,"19,326","11,813"
"98,200",N / A,N / A,0,0
"98,193","400 N. 5th St., 11th Floor  Phoenix, AZ 85004",U.S. Immigration and Customs Enforcement,,"20,851"
"98,193",Agency #074-50 NOR,"Commonwealth of Massachusetts, Northern District Attorney","25,582",
"98,134","7900 Forsyth, Clayton, MO  63105",St. Louis County Police,"24,576",
"98,110","5755 EAST MILTON ROADMILTON, FL 32583",SANTA ROSA CO. SHERIFF DEPARTMENT,"8,405",
"98,107","400 County Center, 3rd Floor, Redwood City, CA  94063",San Mateo County Narcotics Task Force,"20,426",
"98,097","5755 EAST MILTON ROADMILTON, FL 32583",SANTA ROSA CO. SHERIFF DEPARTMENT,"8,405",
"98,073",OR0170000,Josephine County Sheriff's Office - JOINT,"42,755",0
"98,073",OR0170000,Josephine County Sheriff's Office - JOINT,"130,402",0
"98,073",OR0170000,Josephine County Sheriff's Office - JOINT,"31,767",0
"98,058",CA0013700,Alameda County Narcotics Task Force,"8,675",0
"98,051","601 E. Belt Line Road Cedar Hill, TX 75104",Cedar Hill Police Department,"30,607",
"98,009","P.O. Box 776 Whitehouse, TX 75791",Whitehouse Police Department,0,0
"97,993","800 S. Victoria Avenue, Victoria, CA   93009",Ventura County District Attorney's Office,,"14,138"
"97,985","P. O. Drawer 1904, Biloxi, MS  39533",Biloxi Police Department,,"1,469"
"97,985","P. O. Drawer S, Gulfport, MS  39502",Gulfport Police Department,,"43,605"
"97,920","200 Civic Drive, Palm Springs, CA",Palm Springs Narcotic Task Force,"74,104",
"97,901","1 South Main Street, New City, NY 10956",Rockland County District Attorney,"3,209",0
"97,844","PO Box 23184; Pleasant Hill, CA 94523",Contra Costa County Narcotics Enforcement Team,"5,000",0
"97,832","Washington (bullet Proof Vest Reimbursement)",Department of Justice ,"35,433",
"97,802",CA0300045,Regional Narcotics suppression Program,"57,430",
"97,770","5700 S. Eastern Ave, Commerce, CA 90040-2924",LA IMPACT-9/06/07,"14,929",
"97,770","5700 S. Eastern Ave, Commerce, CA 90040-2924",LA IMPACT-2/12/08,"6,781",
"97,770","5700 S. Eastern Ave, Commerce, CA 90040-2924",LA IMPACT-4/29/08,"2,445","6,094"
"97,770","5700 S. Eastern Ave, Commerce, CA 90040-2924",LA IMPACT-6/17/08,"7,278",
"97,770","5700 S. Eastern Ave, Commerce, CA 90040-2924",LA IMPACT-8/27/08,"13,881",
"97,763",not applicable,not applicable,0,0
"97,760","P.O. Box 569, San Bernardino, CA  92402-0569",County of San Bernardino - IRNET,"5,746",0
"97,756",0,0,0,0
"97,755","500 W. Temple St. #502Los Angeles, CA  90012",County of Los Angeles,"30,385",
"97,755","c/o City of La Verne Police Dept2061 Third St., La Verne, CA  91750",L A Impact,"80,513","10,157"
"97,752","13900 E. Harvard Ave. #305  Aurora, CO 80014",Front Range Task Force Property Confiscation,611,
"97,752","13900 E. Harvard Ave. #305  Aurora, CO 80014",Front Range Task Force Property Confiscation,"12,818",
"97,752","13900 E. Harvard Ave. #305  Aurora, CO 80014",Front Range Task Force Property Confiscation,"20,080",
"97,752","PO Box 1601  Durango, CO 81302",SWDTF Asset #1,"7,992",
"97,752","PO Box 1601 Durango, CO 81302",SWDTF Asset #1,"5,586",
"97,749","610 Main Street, Waltham, MA  02452",Suburban Middlesex County Drug Task Force,"1,159",0
"97,747","2601 25th Street SESalem, OR 97302",USDJ-DEA,"11,532",0
"97,702",AZ0081100,Mohave Area Narcotics Task Force,74,0
"97,702",AZ0081100,Mohave Area Narcotics Task Force,426,0
"97,702",AZ0081100,Mohave Area Narcotics Task Force,80,0
"97,702",AZ0081100,Mohave Area Narcotics Task Force,"5,123",0
"97,689",GA0330402,MARIETTA COBB SMYRNA NARCOTICS UNIT,,"25,000"
"97,630","15100 Northline Road, Southgate, MI  49195",Drano/DMA,"25,103",
"97,630","477 Michigan Ave., Detroit, MI  48226",ICE,,"88,122"
"97,630","477 Michigan Ave., Detroit, MI  48226",U.S. Marshals,"379,978",
"97,630","Wayne County Sheriff, Detroit, MI  48226",Chiefs Agencies,"687,695",
"97,626",KY1001200,Unite and Local Court System,"25,172","25,172"
"97,623","31555 West Eleven Mile RoadFarmington Hills, MI  48336-1165",City of Farmington Hills,"50,068",
"97,619","25 County Center Drive, Oroville, CA  95965",Butte County District Attorney's Office,"32,680",0
"97,617","1 County Complex Court, Prince William, VA 22192",Prince William County Police Department,"51,399","6,946"
"97,606",FL0480010,Metropolitan Bureau of Investigation,906,0
"97,606",FL0480010,Metropolitan Bureau of Investigation,"1,303",0
"97,606",FL0480010,Metropolitan Bureau of Investigation,511,0
"97,606",FL04800I0,Metropolitan Bureau of Investigation,"5,038",0
"97,601",CA0192KOX,LA IMPACT,"12,436","4,063"
"97,598","80 CENTRE STREET, NEW YORK, NY 10013",OFFICE OF SPECIAL NARCOTICS,"617,819","40,435"
"97,562","410 East Washington St. Iowa City, IA 52240-1826",Johnson County Drug Task Force,"3,462",
"97,543","201 4th Avenue South, Wolf Point, MT  59201",Big Muddy River Drug Task Force,"25,286",
"97,538",CA0192KOX,LA IMPACT,"4,085",
"97,538",CA0192KOX,LA IMPACT,250,
"97,538",CA0192KOX,LA IMPACT,"1,486",
"97,538",CA0192KOX,LA IMPACT,"9,361",
"97,536",CA0349496,State of CA Department of  Justice,"583,454","9,016"
"97,535",CA0192KOX,LA IMPACT,"19,740",
"97,535",CA0192KOX,LA IMPACT,"1,983","4,063"
"97,535",CA0192KOX,LA IMPACT,"5,232",
"97,535",CA0192KOX,LA IMPACT,"5,793",
"97,528",CA0192KOX,LA IMPACT,"5,699",
"97,528",CA0192KOX,LA IMPACT,"5,934",
"97,528",CA0192KOX,LA IMPACT,"1,983","4,063"
"97,528",CA0192KOX,LA IMPACT,"10,109",
"97,525",CA0192KOX,"L.A. IMPACT La Verne, CA","23,117","4,063"
"97,509",CA0192KOX,L.A. IMPACT,"36,676","3,127"
"97,505","550 Jefferson West Sacramento, CA 95605",West Sacramento Police Department,"1,250",0
"97,496","12 Civic Center Plaza, Room 200, Santa Ana, CA 92702",Orange County,"89,513",
"97,496","3660 ""D"" Street, LaVerne, CA 91750", City of LaVerne,"68,811",
"97,485",PO Box 147 Washingtonville NY  10992,Mid Hudson Drug Enforcement Task Force,522,
"97,478","112 Main St. Dobbs Ferry, New York    10522",Dobbs Ferry Police Department ,,"1,019,898"
"97,476","1220 WASHINGTON AVENUE, BUILDING 22, ALBANY, NY, 12226",NEW YORK STATE POLICE,746,0
"97,476","25 DELAWARE AVENUE, BUFFALO, NY, 14202",ERIE COUNTY DISTRICT ATTORNEY,"1,509",0
"97,471","P.O. Box 1048Woodland CA 95776",Yolo Narcotic Enforcement Team,"1,250",
"97,468",                                    N/A,                                    N/A,0,0
"97,467","520 S. Pierce Ave., Suite 216, Mason City, IA  50401",North Central Iowa Narcotics Task Force,780,
"97,462","301 W. Jefferson Street, Suite 800, Phoenix, AZ  85003",Maricopa County Attorney,"2,603",
"97,434","County Government Center - West Wing70 West Hedding StreetSan Jose  CA  95110",County of Santa Clara Officer of the District Attorney,"5,955",
"97,427",500 W Temple -Room 502  Los Angeles Ca 90012,County Of Los Angeles,"9,660",
"97,427","5700 S Eastern Ave, City Of Commerce Ca 90040",City Of Laverne,"6,446",
"97,421","7447 Dale Avenue Richmond Heights, MO 63117",Richmond Heights Police Department,"19,689",
"97,408","4200 LATHAM SRTEET, SUITE D RIVERSIDE, CA 92501",STATE OF CA DOJ/BNE INLAND CRACKDOWN ALLIED TASK FORCE,"113,741",
"97,371",MO0460000,HOWELL COUNTY SHERIFF,"3,000",
"97,371",MO081013A,PHELPS COUNTY SHERIFF,"39,200",
"97,369",GAAPD0000,City of Atlanta,,"61,751"
"97,368",VA092013A,Tazewell County Commonwealth Attorney,"20,000",
"97,354","Vermont State Police, 103 South Main St., Waterbury, VT 05671",Vermont Drug Task Force,111,
"97,353","1201 N. TELEGRAPH RD., PONTIAC, MI 48341",OAKLAND COUNTY NET,"6,093",0
"97,351","2221 Timberline Road, Fort Collins, CO 80522",Fort Collins Police Department,"3,382",
"97,344","Hillsboro, Oregon",Washington County Sheriff Office,,"2,227"
"97,341","303 E. ""B"" STREET, ONTARIO , CA 91764",CITY OF ONTARIO POLICE DEPARTMENT,"16,341",0
"97,336","5700 S. Eastern Ave.Commerce, CA  90040-2924",L. A. IMPACT,"119,454","16,252"
"97,335","1 HOGAN PLACENEW YORK, NY 10013","DISTRICT ATTORNEY, NEW YORK COUNTY ",0,"122,252"
"97,313","301 SECOND STREETWOODLAND CA 95695",YONET TASK FORCE,"1,250",
"97,309","4200 Latham Street, Suite D, Riverside, CA 92501",Inland Crackdown Allied Task Force,"98,385",
"97,283",CA0339400,Inland Crackdown Allied Task Force  (INCA),"45,294",
"97,283",CA0360075,Inland Regional Narcotics Enforcement Team (IRNET),"37,820",
"97,262","911 G St , Sacramento Ca 95814",Sacramento County District Attorney,"49,142",
"97,251",MDMSP2600,Carroll County Task Force,"1,398",
"97,239","Polk Co. Auditor's Office111 Court Ave. Room #315Des Moines, IA 50309-2297",Mid-Iowa Narcotics Enforcement,"15,553",
"97,218","PO Box 2083, Fargo, ND  58107",City of Fargo,"16,226",
"97,218","PO Box 2806, Fargo, ND  58108",Cass County,900,
"97,218","PO Box 5200, Grand Forks, ND  58206",City of Grand Forks,420,
"97,209",CA0501800,Stanislaus Drug Enforcement Agency,"25,000",
"97,203","P.O. Box 703, Swainsboro, GA 30401",Emanuel County Sheriff's Office ,"1,411",
"97,163","155 Johnson AvenueFayetteville, GA  30214",Fayette County Drug Task Force,"95,954",
"97,153",CA0560000,"Ventura County Combined Task Force 800 S. Victoria Avenue Ventura, CA 93009","4,738",
"97,153",CA0560000,Ventura County Sheriff's Department 800 S. Victoria Avenue Ventura CA 93009,"56,203",
"97,140","1725 Reynolds St., Harold Pate BuildingBrunswick, GA 31520",Glynn County,"3,291",
"97,139","P.O. BOX 1048WOODLAND, CA  95776",YONET (YOLO NARCOTIC ENFORCEMENT TEAM),352,
"97,130","c/o Maquoketa Police Department102 South Niagra Street, Maquoketa, IA 52060",Bear Creek Task Force,"2,486",
"97,130","c/o Marion Police Department3911 Katz Drive Marion, IA 52302",Metro Task Force,"2,500",
"97,127","10th and Constitution Ave, NWBond Building, 10th FloorWashington DC 20530",Department of Justice,"50,690",0
"97,127","Investigative Assistance DivisionP.O. Box 2347Olympia, WA 98507",Washington State Patrol,"35,185",0
"97,105","410 East Washington StreetIowa City, IA 52240",Iowa City Police Department,"4,620",
"97,100","80 Centre Street, 6th FloorNew York, NY 10013",Special Narcotics Prosecutor of NYC,"893,935","58,541"
"97,100","One Hogan PlaceNew York, NY 10013",District Attorney of New York County,0,"122,252"
"97,073","PO Box 1247Fresno, CA  93715-1247",County of Fresno,"133,213",0
"97,069","Helena, MT",Montana Department of Justice,"10,000",
"97,066",     -,     -,0,0
"97,058",CTCSP3400,"State of Connecticut, Department of Public Safety",0,"18,085"
"97,057","16648 S. Broadway, Lockport,IL 60441",Illinois State Police Joliet M.A.N.S. Task Force,,"11,409"
"97,049",TN0900400,State of Tennessee First Judicial Drug Task Force,"3,187",
"97,045","P.O. Box 210, Marlinton, WV 24954",U.S.D.A. Forest Service,,"3,000"
"97,009","5700 South Eastern Avenue, Commerce, CA 90040",LA IMPACT,"83,889","31,487"
"97,007","301 Second Street, Woodland CA 95695","YONET, Yolo Narcotics Enforcement Team","2,148",0
"96,978","284 East Avenue, Burlington, VT 05401",University of Vermont Police Services,"16,334",
"96,978","Room 20, 149 Church St. Burlington, VT 05401",Burlington Police Department,"3,052",
"96,977","P.O.Box 37, Keysville, VA  23947",Tri County Drug Task Force,"13,187",
"96,976","PO BOX 969, TAZEWELL, VA 24651",TAZEWELL COUNTY COMMONWEALTH ATTORNEY,"57,300",0
"96,972",AZ0080100,Kingman Police Department,"530,486",
"96,971",AZ0081100,Mohave Area General Narcotics Enforcement Team,"11,405",0
"96,970",AZ0081100,Mohave Area General Narcotics Enforcement Team,"5,702",
"96,964","810 7th Street NW, Washington, D.C. 20531",The Bureau of Justice Assistance,"276,750",0
"96,950",VA1110000,Hampton Police Division,,"11,549"
"96,939","Post Office Box 771 Spartanburg, SC 29304-0771 ",Spartanburg County Sheriff's Office,"17,914",
"96,932","160 Windmill Farm RoadHomer, GA  30547",Banks County Sheriff's Office,"95,526",
"96,931",CA0190036,Los Angeles County Sheriff,"30,463",
"96,931",CA0193800,LA Impact,"16,285","4,063"
"96,910",GA1220200,East Metro Drug Enforcement Team,"16,259",
"96,896","655 E. Third Street, San Bernardino, CA 92415",Inland Regional Narcotics Enforcement Team,"110,965",
"96,886","c/o Iowa City Police Department410 E. Washington StreetIowa City, IA   52240",Johnson County Metro Drug Task Force,"1,565",
"96,879",FL0060300,City of Ft. Lauderdale,491,
"96,879",FL0060300,City of Ft. Lauderdale,"9,913",
"96,879",FL0060300,City of Ft. Lauderdale,102,
"96,879",FL0060300,City of Ft. Lauderdale,"1,430",
"96,879",FL0060300,City of Ft. Lauderdale,663,
"96,879",FL0060300,City of Ft. Lauderdale,"4,794",
"96,879",FL0060300,City of Ft. Lauderdale,"1,150",
"96,879",FL0060300,City of Ft. Lauderdale,"592,588",
"96,879",FL0120000,Columbia County Sheriff Office,"11,027",
"96,879",FL0420000,Marion County Sheriff's Office,"145,000",
"96,879",FL0530000,Polk County Sheriff's Office,808,
"96,879",FL0530000,Polk County Sheriff's Office,"3,975",
"96,824", 633 West Jefferson ST Louisville KY,Louisville Metro Narcotics Task Force,"266,135",
"96,814","777 Pearl Street, Room 106, Eugene, OR 97401",City of Eugene INET,"10,000",
"96,809","7700 Midlothian TpkRichmond, VA 23235",Southside Task Force (VA Dept of State Police),131,0
"96,789",GA0310100,Clayton County Task Force,"29,865",
"96,789",GA0310100,Clayton County Task Force,"64,233",
"96,779","155 Lexington St., Waltham, MA. 02452",Suburban Middlesex County Drug Task Force,580,
"96,771",MI6397505,Downriver Area Narcotics Organization,"13,111","8,014"
"96,768",SCUSM0300,"U.S. Marshall's Office, Greenville, South Carolina","8,505",
"96,736",IA0490100,BEAR CREEK NARCOTICS TASK FORCE,"2,486",
"96,736",IAUSM01S0,US MARSHALLS SERVICE-DISTRICT OF NORTHERN IOWA,906,
"96,716","103 S. Main Street, Waterbury, VT  05671-2101",VT Department of Public Safety/VT Drug Task Force,395,
"96,713",DC0000000,Treasury Misc Pay,,"1,000"
"96,713",DC0000000,Customs and Border Patrol,,"4,314"
"96,712",ILE000145,Quad City Federal Gang Task Force,"8,750",
"96,667","P.O. Box 1235  Johnson City, TN  37601",First Judicial Drug Task Force ,"3,187",
"96,657","7900 Forsyth Clayton, MO 63105",St. Louis County Police Drug Task Force,"24,576",
"96,643",CA0192KOX,L.A. IMPACT,"5,793",0
"96,643",CA0192KOX,L.A. IMPACT,"1,816","4,063"
"96,643",CA0192KOX,L.A. IMPACT,"13,716",0
"96,643",CA0192KOX,L.A. IMPACT,"1,625",0
"96,639",CA0560000,County of Ventura ,"32,698",
"96,638","705 Mulberry StreetWaterloo, IA 50703",City of Waterloo,,"13,300"
"96,583",CA0339400,Bureau of Narcotic Enforcement / Inland Crackdown Allied Task Force,"113,741",0
"96,581","316 W. 22NDCHEYENNE, WY 82002",DIVISION OF CRIMINAL INVESTIGATION,238,
"96,580","829 Marlborough Ave., Riverside, CA  92501","Bureau of Narcotic Enforcement, INCA Task Force","341,222",0
