CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,"1,067",
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,0,886
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,132,
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,"2,992",
"99,190","1100 Commerce, Rm 1657Dallas, TX 75242",U.S. Marshalls,"1,151",
"99,126",Not Applicable,Not Applicable,0,0
"99,123","100 Municipal Drive, Hoover, AL 35216",Hoover Police Department,"279,234",
"99,120","P. O. Drawer 68 / 51 E Norton Avenue Eustis, FL 327270068",Eustis Police Department,0,0
"99,116",GA0330000,Cobb County Sheriff's Office,0,"25,000"
"99,116",GA033015A,Cobb County District Attorney,0,"25,000"
"99,116",GA0330200,Cobb County Police Department,0,"25,000"
"99,116",GA0330300,Marietta Police Department,0,"25,000"
"99,116",GA033033A,Cobb County Solicitor's Office,0,"25,000"
"99,116",GA0330402,Smyrna Police Department,0,"25,000"
"99,116",GA0330500,Acworth Police Department,0,"25,000"
"99,116",GA0330600,Kennesaw Police Department,0,"25,000"
"99,116",GA0330800,Powder Springs Police Department,0,"25,000"
"99,037",CA0190011,  City of Lancaster,"62,186",0
"99,037",CA0190013,City of Bellflower,"11,768",0
"99,037",CA0190028,  City of Palmdale,"17,161",0
"99,037",CA0190029,  City of Diamond Bar,"1,753",0
"99,037",CA0190034,  Department of Health Services,"8,766",0
"99,037",CA019153A,District Attorney,"4,750",0
"99,037",CA0191800,  City of Culver City,"30,463",0
"99,037",CA0192500,City of Glendale,"30,463",0
"99,037",CA0192600,  City of Glendora,"30,463",0
"99,037",CA0193800,  City of La Verne,"30,463",0
"99,037",CA0349496,State of California,"60,927",0
"99,002","110 Rosedale Avenue, Suite ACovington, Va. 24426",Alleghany Highlands Drug Task Force,162,0
"98,981","911 E Sawmill Road Flagstaff, AZ 86001",Northern Arizona Street Crimes Task Force Metro,0,
"98,957"," 350 West Belknap, Fort Worth, TX 76102",Fort Worth Police Department,"387,515",
"98,957","129 Hogle St, Weatherford, TX 76086",Parker County Sheriff's Office,"26,268",
"98,957","620 West Division, Arlington, TX 76011",Arlington Police Department,"77,503",
"98,957","6900 Anderson Blvd, Suite 301, Fort Worth, TX 76120",Tarrant County District Attorney/Tarrant County Narcotics Unit,"77,503",
"98,957","730 N.E. Loop 820, North Richland Hills, TX 76180",North Richland Hills Police Department,"77,503",
"98,957","801 Santa Fe, Weatherford, TX 76086",Weatherford Police Department,"74,878",
"98,905","BATON ROUGE, LOUISIANA",U.S. MARSHALS SERVICE MIDDLE DISTRICT OF LOUISIANA,84,
"98,872",DNA,DNA,0,0
"98,863","10005 Spotswood Trail  Standardsville, VA. 22973",Greene County Sheriff's Office,881,
"98,863","112 S. Main Street   Gordonsville, VA. 22942",Gordonsville Police Department,881,
"98,863","333 Carriage House Lane Warrenton, VA. 20188",Warrenton Police Department,881,
"98,863","78 W. Lee Street, Suite 200  Warrenton, VA. 20186",Fauquier County Sheriff's Office,881,
"98,780",Non-applicable,Non-applicable,0,0
"98,742","200 State StreetMadison, WV 25130",Boone County Sheriff's Department,"2,703",
"98,742","219 Dingess StreetLogan, WV 25601",Logan Police,"2,282",
"98,742","300 Stratton StreetLogan, WV 25601",Logan County Sheriff's Department,"5,405",
"98,742","725 Jefferson Road South Charleston, WV 25309",West Virginia State Police,"8,107",
"98,715","P O Box 640Gulf Breeze, Fl 32562-0640",City of Gulf Breeze Police Department,"8,405",
"98,715","P O Box 909Milton, Fl 32572",City of Milton Police Department,"8,405",
"98,682",21 MCGRATH HIGHWAY SMOERVILLE MA ,MIDDLESEX COUNTY DISTRICT ATTORNEY,"6,485",
"98,649","P. O. Box 1147 Troy, AL 36081",Pike County Sheriff's Office,0,0
"98,629",FL0510000,Pasco County Sheriff's Office,"5,010",
"98,629",FL0520300,Clearwater PD     ,"5,010",
"98,607","222 Law LaneCharlotte Court House, Virginia 23923",Charlotte County Sheriff's Office,"13,187",
"98,607","7700 Midlothian TurnpikeRichmond, Virginia 23235",Virginia State Police,"13,187",
"98,607","Court House SquareLunenburg, Virginia 23952",Lunenburg County Sheriff's Office,"13,187",
"98,607","P.O. Box 478Kenbridge, Virginia 23944",Kenbridge Police Department,"13,187",
"98,602","236 N. King Street, Hampton, VA 23669",City of Hampton,0,"2,195"
"98,602","2501 Washington Ave., Newport News, VA 23607",City of Newport News,0,366
"98,602","5201 Monticello Ave., Suite 4, Williamsburg, VA 23185",Williamsburg/James City County,0,366
"98,602","7400 Justice Dr., Room 230, Gloucester, VA 23061",Gloucester County,0,366
"98,602","P.O. Box 40, Yorktown, VA 23690",York County,0,366
"98,599",OR0170000,Expense for recovery storage fees to Josephine Co. Sheriff's Office,486,
"98,596","10 Hotel StreetSuite 204Warrenton, VA 20186",County of Fauquier,881,
"98,596","18 Court StreetWarrenton, VA 20186",Town of Warrenton,881,
"98,596","PO Box 276Gordonsville, VA 22960",Town of Gordonsville,881,
"98,596","PO Box 358Stanardsville, VA 22973",County of Greene,881,
"98,581","250 E Hackett Rd Modesto, CA",High Intensidy Drug Traffic Agency,"25,000",
"98,581","832 12th St Modesto, CA",Stanislaus County District Attorney,612,
"98,561",FL0060300,City of Fort Lauderdale Police Department,"7,101",
"98,561",FL0060400,City of Hallandale Police Department,"10,652",
"98,561",FL0060500,City of Hollywood Police Department,"17,753",
"98,561",FL0060800,City of Pembroke Pines Police Department,"7,101",
"98,561",FL0061200,City of Davie Police Department,"3,551",
"98,561",FL0062200,City of Miramar Police Department,"3,551",
"98,561",FL0062700,City of Sunrise Police Department,"3,551",
"98,561",FL0130100,City of Bal Harbour Police Department,"7,101",
"98,561",FL013015A,State Attorney's Office Eleventh Judicial Circuit,"3,551",
"98,561",FL0130200,City of Coral Gables Police Department,"7,101",
"98,561",FL0130600,City of Miami Police Department,"17,753",
"98,561",FL0130700,City of Miami Beach Police Department,"17,753",
"98,561",FL0130800,City of Miami Shores Police Department,"3,551",
"98,561",FL0131300,City of Surfside Police Department,"3,551",
"98,561",FL0131800,City of North Miami Police Departmetn,"7,101",
"98,561",FL0132400,Golden Beach Police Department,"7,101",
"98,561",FL0139100,City of Aventura Police Department,"3,551",
"98,561",FL0370100,Florida Department of Law Enforcement,"28,404",
"98,561",FL0379001,Florida Highway Patrol,"3,551",
"98,550","550 North Flower Street, Bldg. 40Santa Ana, Ca 92702",Orange County Sheriff's Department,"1,229,519",
"98,550","Brea Police Department1 Civic Center CircleBrea, Ca 92821-5732",City of Brea,"57,430",
"98,550","Bureau of Narcotic EnforcementPO Box 161089Sacramento, Ca 95816-1089",Ca Deartment of Justice,"57,430",
"98,550","Fullerton Police Department237 West Commonwealth AvenueFullerton, Ca 92832",City of Fullerton,"143,111",
"98,550","Laguna Beach Police Department505 Forest AvenuLaguna Beach, Ca 92651",City of Laguna Beach,"43,523",
"98,550","Newport Beach Police Department870 Santa Barbara DriveNewport Beach, Ca 92660",City of Newport Beach,"114,902",
"98,550","Santa Ana Police Department60 Civic Center PlazaSanta Ana, Ca 92702",City of Santa Ana,"296,655",
"98,550","Tustin Police Department300 CentennialTustin, Ca 92780",City of Tustin,"57,430",
"98,538",FLEQ00213,South Florida Money Laundering Strike Force,"13,632",
"98,480","1209 East 15 Street, Panama City, Florida 32405",Panama City of Police Department,"9,505",0
"98,480","170 South Main Street, Jonesboro, Georgia 30236",Jonesboro Police Department,"94,098",0
"98,480","6690 Church Street, Riverdale, Georgia 30274",Riverdale Police Department,"5,130",0
"98,480","700 Doug Davis Drive, Hapeville, Georgia 30354",City of Hapeville,"7,129",0
"98,480","785 Forest Parkway, Forest Park, Georgia 30297",City of Forest Park Georgia,"29,865",0
"98,462",MI6316300,OAKLAND COUNTY SHERIFF'S DEPARTMENT,"31,324",
"98,462",MI6362700,NOVI POLICE DEPARTMENT,"61,324",
"98,462",MI6381500,WEST BLOOMFIELD TOWNSHIP POLICE DEPARTMENT,"125,388",
"98,459","401 Bosley Avneue, Towson, Maryland 21204NCIC/ORI/Tracking Number:  MD003023A10/30/07 #04-DEA-430200",Baltimore County State Attorney's Office,"5,887",
"98,459","401 Bosley Avneue, Towson, Maryland 21204NCIC/ORI/Tracking Number:  MD003023A12/11/07 04-DEA-429957",Baltimore County State Attorney's Office,282,
"98,459","401 Bosley Avneue, Towson, Maryland 21204NCIC/ORI/Tracking Number:  MD003023A4/18/08  04-DEA-435673",Baltimore County State Attorney's Office,18,
"98,459","401 Bosley Avneue, Towson, Maryland 21204NCIC/ORI/Tracking Number:  MD003023A7/20/07 #05-DEA-451823",Baltimore County State Attorney's Office,875,
"98,443","2701 International Lane Suite 100Madison, WI 53704",Dane County Narcotics and Gang Task Force,"1,590",
"98,443","500 Forest StreetWausau, WI 54403",Marathon County Sheriff's Department,"7,816",
"98,443","P.O. Box 22082Green Bay, WI 54305",Brown County Drug Task Force,"8,786",
"98,443","Sheboygan Police Department828 Center AvenueSheboygan, WI 53081",Sheboygan County MEG Unit,"7,000",
"98,421","3320 Garner RoadP O Box 29500Raleigh, NC  27626-0500",North Carolina State Bureau of Investigation - SBI Triad Lab,"2,659",0
"98,410",GA0380100,Newnan Police Department,"10,291",
"98,358",NV0030000,Douglas County,"44,361",
"98,358",NV0030000,Douglas County,"5,156",
"98,358",NV0100000,Lyon County,"5,156",
"98,358",NV0100000,Lyon Coungy,"44,361",
"98,358",NV0130000,Carson City,"10,311",
"98,358",NV0130000,Carson City,"44,361",
"98,356","111 W. Lyndale Robinson, TX  76706",Robinson Police Department,0,"1,744"
"98,356","214 N.  4th St., Suite 100Waco, TX  76701",McLennan County Sheriff's Department,"9,363","9,420"
"98,347","P.O. Box 499Ben Wheeler, TX 75754",Van Zandt County Constable's Office Pct. #4,"12,500",
"98,322","111 E. Nine Mile Rd.Hazel Park, MI  48030",Hazel Park Police Dept.,"6,106",
"98,322","1200 N. Telegraph Rd. Bldg. 38 EastPontiac, Mi  48341",Oakland County Sheriff's Office,"70,224",
"98,322","221 E. ThirdRoyal Oak, MI  48067",Royal Oak Police Dept.,"6,106",
"98,322","26000 EvergreenSouthfield, MI  48076",Southfield Police Dept.,"12,213",
"98,322","27400 Southfield Rd.Lathrup Village, MI  48076",Lathrup Village Police Dept.,"6,106",
"98,322","280 W. Thirteen Mile Rd.Madison Heights, MI  48071",Madison Heights Police Dept.,"6,106",
"98,322","310 E. Nine Mile Rd.Ferndale, MI  48220",Ferndale Police Dept.,"6,106",
"98,322","31655 Eleven Mile RdFarmington Hills, MI  48336  ",Farmington Hills Police Dept.,"6,106",
"98,322","40333 Dodge ParkSterling Heights, MI  48313",Sterling Heights Police Dept.,"6,106",
"98,322","4200 Telegraph Rd.Bloomfield Hills, MI  48302",Bloomfield Township Police Dept.,"6,106",
"98,322","43565 Elizabeth Rd.Mt. Clemens, MI  48043",Macomb County Sheriff's Dept.,"7,633",
"98,322","4530 Walnut Lake Rd.West Bloomfield, MI  48325",West Bloomfield Police Dept.,"6,106",
"98,322","500 W. Big Beaver Rd.Troy, MI  48084",Troy Police Dept.,"6,106",
"98,285","101 E. Methvin, Suite 559Longview TX 75601",Gregg County Sheriff Department,"33,102",
"98,285","405 TitusGilmer, TX 75644-1928",Upshur County Sheriff Department,"33,102",
"98,285","504 N. QueenPalestine, TX 75801",Palestine Police Department,"6,989",
"98,285","610 Hwy 79 N.Henderson, TX 75652",Henderson Police Department,"24,910",
"98,285","PO Box 2039Tyler, TX 75710",Tyler Police Department,"33,102",
"98,285","PO Box 90Tyler, TX 75701",Smith County Sheriff Department,"33,102",
"98,268","375 Gray Road  Windham, ME  04062",Town of Windham Police Department,"1,495",
"98,259",AZ0081100,MOHAVE AREA GENERAL NARCOTICS ENFORCEMENT TEAM,"530,486",
"98,245",USMS00000,UNITED STATED MARSHAL'S SERVICE,"1,278",
"98,235",GAGSP3200,Georgia State Patrol,"6,000",
"98,235",GAGSP3200,Georgia State Patrol,812,
"98,235",GAGSP3200,Georgia State Patrol,185,
"98,235",GAGSP3200,Georgia State Patrol,499,
"98,235",GAGSP3200,Georgia State Patrol,"2,000",
"98,217","619 E. Lee Street, Sardis, MS  38666",Sardis Police Department,407,
"98,205",CAO410000,San Mateo County Sheriff's Office,"20,426",
"98,200",N / A,N / A,0,0
"98,199","1400 Boston AvenueNederland, Texas  77627",Nederland Police Department,"13,123",
"98,189","119 Benson StreetWalterboro, SC  29488",Colleton County Sheriff's Office,"17,914",
"98,189","120 Prison Farm RoadValdosta, GA  31601",Lowndes County Sheriff's Office,"17,914",
"98,189","208 North Main StreetCampobello, SC  29322",Campobello Police Department,"17,914",
"98,189","212 Deming Way, Box 9Summerville, SC 29483",Dorchester County Sheriff's Office,"17,914",
"98,189","300 West Second North StreetSummerville, SC  29483",Summerville Police Department,"17,914",
"98,189","312 East Frederick StreetGaffney, SC  29340",Cherokee County Sheriff's Office,"17,914",
"98,189","3505 Pinehaven DriveNorth Charleston, SC  29405-7789",Charleston County Sheriff's Office,"17,914",
"98,189","415 South Pine StreetWalhalla, SC  29691-2145",Oconee County Sheriff's Office,"17,914",
"98,189","50 Hughes StreetDuncan, SC  29334",Duncan Police Department,"17,914",
"98,189","6719 Friendfield RoadEffingham, SC  29541",Florence County Sheriff's Office,"17,914",
"98,189","Law Enforcement Center4 McGee StreetGreenville, SC  29601",Greenville County Sheriff's Office,"17,914",
"98,189","PO Box 1746Spartanburg, SC  29304",Spartanburg Public  Safety Office,"17,914",
"98,189","PO Box 21398Columbia, SC  29221-1398",SLED,"17,914",
"98,189","PO Box 96Pinehurst, GA  31070",Dooley County Sheriff's Office,"17,914",
"98,167","301 W. Jefferson Street, # 800Phoenix, AZ 85003",Maricopa County Attorney's Office ,"96,229",
"98,139","3800 Ulm No Frontage Road Great Falls, MT 59401",Cascade County Sheriff's Office,0,6
"98,001",CA0540600,"Tulare Police Department, Tulare, CA","495,297",
"98,001",CAUSM0200,"US Marshal's Office, Eastern District of California","8,780",
"97,998",TX1910000,Randall County Sheriff's Department,"1,356",
"97,998",TX1910000,Randall County Sheriff's Department,"5,978",
"97,957",GA0920000,Lowndes County Sheriff's Office,"70,531",0
"97,907","317 Broad StreetNevada City, CA  95959",Nevada City Police Department,"33,157",0
"97,904","CPD---$26,313.61Kan. Co. Sheriff--$16,562.79Dunbar Police Dept. --$789.89Nitro Police Dept. --$789.89","Charleston Police Department; Kan. Co. Sheriff, Dunbar Pol. Dept. Nitro Police Dept.","44,456",
"97,845",OR0260100,"City of Gresham, Gresham Police Department, Gresham, OR","2,114",543
"97,790","155 Lexington Street Waltham, MA 02452",Waltham Police Department,"3,080",
"97,780","303 N. Beeline Highway, Payson, AZ 85541;                                             150 N. Pine Street, Globe, AZ  85501",Payson Police Department & Globe Police Department,0,"32,058"
"97,777",CA0570000,Yolo County Sheriff's Department,"1,250",
"97,777",CA0570100,Davis Police Department,"1,250",
"97,777",CA0570130,Yolo County Probation Department,932,
"97,777",CA0570200,Winters Police Department,36,
"97,777",CA0570300,Woodland Police Departmetn,"1,250",
"97,777",CA057033A,Yolo County District Attorney's Office,"2,148",
"97,777",CA0570400,West Sacramento Police Department,"1,250",
"97,777",CA0579700,"University of California, Davis",352,
"97,763",not applicable,not applicable,0,0
"97,733","HEBRON, NEBRASKA",THAYER COUNTY SHERIFF,"4,900",
"97,696","1201 N. Telegraph, Pontiac, MI  48341",Oakland Macomb Interdiction Team,"4,000",
"97,696","1201 N. Telegraph, Pontiac, MI  48341",Oakland Co. Sheriff Department,"6,298",
"97,696","16083 Nine Mile Rd., Eastpointe, MI 48021",Eastpointe Police Department,"32,000",
"97,696","16099 Michigan Ave., Dearborn, MI  48126",Dearborn Police Department,"24,798",
"97,696","310 E. Nine Mile Rd., Ferndale, MI  48220",Ferndale Police Department,"24,798",
"97,639","600 Market StreetChattanooga, TN 37402",Hamilton County Tennessee Sheriff's Office,0,"15,000"
"97,637",GA038015A,Coweta County Judicial Circuit D. A.'s,"1,517",0
"97,637",GA038015A,Coweta County Judicial Circuit D. A.'s,148,0
"97,637",GA038015A,Coweta County Judicial Circuit D. A.'s,437,0
"97,637",GA044015A,DeKalb County Judicial Circuit D. A.'s,"1,066",0
"97,637",GA044015A,DeKalb County Judicial Circuit D. A.'s,267,0
"97,637",GA0600000,Fulton County Sheriff's Department,"5,865",0
"97,637",GA060015A,Fulton County Judicial Circuit D. A.'s,"52,899",0
"97,637",GA060015A,Fulton County Judicial Circuit D. A.'s,"1,676",0
"97,637",GA060015A,Fulton County Judicial Circuit D. A.'s,181,0
"97,637",GA063015A,Glynn County Judicial Circuit D. A.'s,"2,267",0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,192,0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,"9,080",0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,163,0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,145,0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,"1,312",0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,"1,576",0
"97,637",GA067015A,Gwinnett County Judicial Circuit D. A.'s,721,0
"97,637",GA069015A,Hall County Judicial Circuit D. A.'s,299,0
"97,637",GA069015A,Hall County Judicial Circuit D. A.'s,"2,568",0
"97,637",GA073015A,Hart County Judicial Circuit D. A.'s,"5,122",0
"97,637",GA0840000,Jones County Judicial Circuit D. A.'s,596,0
"97,637",GA0840000,Jones County Judicial Circuit D. A.'s,214,0
"97,637",GA0840000,Jones County Judicial Circuit D. A.'s,157,0
"97,637",GA0840000,Jones County Judicial Circuit D. A.'s,427,0
