CERTIFICATIONID,AGENCYNAME,NCIC
"113,796",PATTON BORO POLICE DEPARTMENT,
"113,796",PENNSYLVANIA STATE POLICE,
"113,796",PORTAGE BORO POLICE DEPATMENT,
"113,796",RICHLAND TWP POLICE DEPARTMENT,
"113,796",SANKERTOWN BORO POLICE DEPT.,
"113,796",SOUTH FORK BORO POLICE DEPT.,
"113,796",STONYCREEK TWP POLICE DEPARTMENT,
"113,796",SUMMERHILL TWP POLICE DEPARTMENT,
"113,796",UPPER YODER POLICE DEPARTMENT,
"113,796",VINTONDALE BORO POLICE DEPARTMENT,
"113,796",WEST HILLS POLICE DEPARTMENT,
"113,795",CINCINNAT FBI,
"113,795",CINCINNATI  BUREAU ATF,
"113,795",DAYTON DRUG ENFORCEMENT AGENCY,
"113,795",FRANKLIN POLICE DEPARTMENT,
"113,795",LEBANON POLICE DEPARTMENT,
"113,795",OHIO BCI&I,
"113,795",OHIO NATIONAL GUARD,
"113,795",WARREN COUNTY SHERIFF'S OFFICE,
"113,795",WILMINGTON POLICE DEPARTMENT,
"113,758",Berwyn Heights Police Department,
"113,758",United States Secret Service,
"113,748",Chippewa County Sheriff's Office,
"113,748",Kandiyohi County Sheriff's Office,
"113,748",Meeker County Sheriff's Office,
"113,748",Renville County Sheriff's Office,
"113,748",Swift County Sheriff's Office,
"113,748",Yellow Medicine County Sheriff's Office,
"113,719",BUFFALO COUNTY SHERIFF'S OFFICE,
"113,719",CHIPPEWA COUNTY SHERIFF'S OFFICE,
"113,719",CHIPPEWA FALLS POLICE DEPARTMENT,
"113,719",CLARK COUNTY SHERIFF'S OFFICE,
"113,719",DUNN COUNTY SHERIFF'S OFFICE,
"113,719",EAU CLAIRE COUNTY SHERIFF'S OFFICE,
"113,719",EAU CLAIRE POLICE DEPARTMENT,
"113,719",FALL CREEK POLICE DEPARTMENT,
"113,719",MENOMONIE POLICE DEPARTMENT,
"113,719",UW-EC EAU CLAIRE POLICE & SECURITY,
"113,719",WISCONSIN DEPARTMENT OF INVEST.,
"113,719",WISCONSIN STATE PATROL DIST. 6,
"113,707",Alcoa Police Department,
"113,707",Blount County Sheriff's Office,
"113,707",Maryville Police Department,
"113,673",Blue Earth County,
"113,673",Martin County,
"113,673",Nicollet County,
"113,673",Watonwan County,
"113,635",Clark County PA's Office,
"113,635",Clark County Sheriff's Office,
"113,635",Skamania County PA's Office,
"113,635",Skamania County Sheriff's Office,
"113,635",Vancouver Police Department,
"113,635",WA State Department of Corrections,
"113,635",Washington State Patrol,
"113,615",Coshocton County Prosecutor's Office,
"113,615",Coshocton County Sheriff's Office,
"113,615",Granville Police Department,
"113,615",Guernsey County Sheriff's Office,
"113,615",Heath Police Department,
"113,615",Licking County Prosecutor's Office,
"113,615",Licking County Sheriff's Office,
"113,615",Muskingum County Sheriff's Office,
"113,615",Newark Police Department,
"113,615",Pataskala Police Department,
"113,615",Perry County Sheriff's Office,
"113,602",Agent Randall Pittman,LAEQ00206
"113,602",Captain E H Smith,LAEQ00206
"113,601", Darryl Cowan - DEA,LAEQ00206
"113,601", Jackie Gilbert,LAEQ00206
"113,601", Triche Passman,LAEQ00206
"113,601",Clint Cannon - ICE,LAEQ00206
"113,601",E H (Hank) Smith,LAEQ00206
"113,601",Evelyn Robinson,LAEQ00206
"113,601",Paul Knight,LAEQ00206
"113,601",Randall Pittman,LAEQ00206
"113,601",Tommy Jones,LAEQ00206
"113,601",Vic Zordan - DEA,LAEQ00206
"113,580",Crystal Police Department,
"113,580",Golden Valley Police Department,
"113,580",Hennepin County Sheriff's Office,
"113,580",Hopkins Police Department,
"113,580",New Hope Police Department,
"113,580",Plymouth Police Department,
"113,580",Robbinsdale Police Department,
"113,580",St. Louis Park Police Department,
"113,571",Beaver Dam Police Department ,
"113,571",Dodge County Sheriffs Department,
"113,571",Horicon Police Department,
"113,571",Mayville Police Department ,
"113,571",Waupun  Police Department,
"113,563",Beaver Dam Police Department,
"113,563",Dodge County Sheriffs Department,
"113,563",Horicon Police Department,
"113,563",Mayville Police Department,
"113,563",Waupun Police Department,
"113,534",Clarkstown Police Department,
"113,534",Haverstraw Town Police Department,
"113,534",New York State Police,
"113,534",Ramapo Police Department,
"113,534",Rockland County District Attorney's Office,
"113,534",Rockland County Sheriff's Department,
"113,534",Suffern Police Department,
"113,481",Anoka County Sheriff's Office,
"113,481",Anoka Police Department,
"113,481",Blaine Police Department,
"113,481",Champlin Police Department,
"113,481",Columbia Heights Police Department,
"113,481",Coon Rapids Police Department,
"113,481",Fridley Police Department,
"113,481",Maple Grove Police Department,
"113,451",Austin Police Department,
"113,451",Dodge County Sheriff's Office,
"113,451",Fillmore County Sheriff's Office,
"113,451",Goodhue County Sheriff's Office,
"113,451",Houston County Sheriff's Office,
"113,451",Kasson Police Department,
"113,451",Mower County Sheriff's Office,
"113,451",Olmsted County Sheriff's Office,
"113,451",Plainview Police Department,
"113,451",Red Wing Police Department,
"113,451",Wabasha County Sheriff;s Office,
"113,451",Winona County Sheriff's Office,
"113,451",Winona Police Department,
"113,397",Alpine County Sheriff,
"113,397",California Department of Justice,
"113,397",South lake Tahoe Police Dept.,
"113,391",FOSTORIA POLICE DEPARTMENT,
"113,391",SENECA COUNTY PROSECUTOR'S OFFICE,
"113,391",SENECA COUNTY SHERIFF'S OFFICE,
"113,391",TIFFIN POLICE DEPARTMENT,
"113,300",Eudora Police Department ,
"113,283",Auglaize County Prosecutor,
"113,283",Auglaize County Sheriffs Office,
"113,283",Buckland Police Dept,
"113,283",Celina Police Dept,
"113,283",Coldwater Police Dept,
"113,283",Cridersville Police Dept,
"113,283",Fort Recovery Ohio,
"113,283",Mercer County Prosecutor,
"113,283",Mercer County Sheriffs Office,
"113,283",Minster Police Dept,
"113,283",New Bremen Police Dept,
"113,283",New Knoxville Police Dept,
"113,283",Rockford Police Dept,
"113,283",St Henry Police Dept,
"113,283",St Marys Police Dept,
"113,283",Uniopolis Police Dept,
"113,283",Wapakoneta Police Dept,
"113,283",Waynesfield Police Dept,
"113,273",Carver County Sheriff's Office,
"113,273",Hutchinson Police Services,
"113,273",Scott County Sheriff's Office,
"113,273",Shakopee Police Department,
"113,266",New Hartford Police Department,
"113,266",Oneida County District Attorney's Office,
"113,266",Oneida County Sheriff's Department,
"113,266",Rome Police Department,
"113,266",Utica Police Department,
"113,265",Carmel Police Department,IN0290100
"113,265",Fishers Police Department,IN0290700
"113,265",Noblesville Police Department,IN0290200
"113,265",Zionsville Police Department,IN0060300
"113,250",Colorado State University Police Departm,
"113,250",Fort Collins Police Services,
"113,250",Loveland Police Department,
"113,243",Aaron Myhre,
"113,243",Bryan Miller,
"113,243",Shane McClary,
"113,236",Blue Ash Police Department,
"113,236",Cheviot Police Department,
"113,236",Evendale Police Department,
"113,236",Fairfax Police Department,
"113,236",Forest Park Police Department,
"113,236",Green Township Police Department,
"113,236",Harrison Police Department,
"113,236",Loveland Police Department,
"113,236",Madeira Police Department,
"113,236",Montgomery Police Department,
"113,236",North College Hill Police Department,
"113,236",Springdale Police Department,
"113,236",Springfield Township Police Department ,
"113,212",Eden Prairie Police Department,
"113,212",Edina Police Department,
"113,212",Hennepin County Sheriff's Office,
"113,212",Minnetonka Police Department,
"113,211",Hennepin County Sheriff's Office,
"113,211",Medina Police Department,
"113,211",Mound Police Department,
"113,211",Orono Police Department,
"113,211",West Hennepin Public Safety,
"113,198",Adams County Sheriff's Office,
"113,198",Brighton Police Department,
"113,198",Broomfield Police Department,
"113,198",Commerce City Police Department,
"113,198",Federal Heights Police Department,
"113,198",Northglenn Police Department,
"113,198",Thornton Police Department,
"113,198",Westminster Police Department,
"113,173",Arcadia Police Department,
"113,173",Bangor Police Department,
"113,173",Black River Falls Police Department,
"113,173",Campbell Police Deapartment,
"113,173",Holmen Police Department,
"113,173",Jackson County Sheriff's Department,
"113,173",La Crosse  County Sheriff's Department,
"113,173",La Crosse Police Department,
"113,173",Monroe County Sheriff's Department,
"113,173",Onalaska Police Department,
"113,173",Osseo Police Department,
"113,173",Sparta Police Department,
"113,173",Tomah Police Department,
"113,173",Trempealeau County Sheriff's Department,
"113,173",Vernon County Sheriff's Department,
"113,173",Viroqua Police Department,
"113,173",West Salem Police Department,
"113,171",Fairfield County Prosecutor,OH023013A
"113,171",Fairfield County Sheriff,OH0230000
"113,171",Hocking County Prosecutor,OH037013A
"113,171",Hocking County Sheriff,OH0370000
"113,171",Lancaster Police Department,OH0230100
"113,171",Logan Police Department,OH0370100
"113,171",Pickerington Police Department,OH0230900
"113,159",Hayneville Police Department ,
"113,159",Lowndes County Sheriff Department ,
"113,139",Tactical Crime Suppression Unit,
"113,119",Brownsville Borough Police,
"113,119",Connelsville City Police,
"113,119",Perryopolis Police Department,
"113,119",Uniontown City Police Department,
"113,075",Chautauqua County Office of Sheriff,
"113,075",Dunkirk Police Department,
"113,075",Fredonia Police Department,
"113,075",Jamestown Police Department,
"113,062",Cheviot Police Department,oh0310500
"113,062",Evendale Police Department,oh0311000
"113,062",Fairfax Police Department,oh031013p
"113,062",Forest Park Police Department,oh0311200
"113,062",Green Township Police Department,oh0314400
"113,062",Greenhills Police Department,oho311500
"113,062",Harrison Police Department,oh0311600
"113,062",Lockland Police Department,oh0311900
"113,062",Loveland Police Department,oh0312000
"113,062",Madeira Police Department,oh0312100
"113,062",Mariemont Police Department,oh0312200
"113,062",Montgomery Police Department,oh0312300
"113,062",North College Hill Police Department,oh0312700
"113,062",Springdale Police Department,oh0313300
"113,062",Springfield Township Police Department,oho313400
"113,062",Springfield Township Police Department,oh0313400
"113,039",Beavercreek Police Department,OH0291100
"113,039",Fairborn Police Department,OH0290100
"113,039",Greene County Prosecutor's Office,OH029013A
"113,039",Greene County Sheriff's Office,OH0290000
"113,039",Sugarcreek Township Police Department,OH0291300
"113,039",Xenia Police Division,OH0290300
"113,039",Yellow Springs Police Department,OH0290400
"113,023",Cottage Grove Police Department,
"113,023",Forest Lake Police Department,
"113,023",Washington County Sheriff's Office,
"113,023",Woodbury Police Department,
"113,017",N.O.R.D.E.G.,
"112,991",Anderson Police Dept,MO06001
"112,991",Barry County Sheriffs Dept,MO00500
"112,991",Cassville Police Dept,MO00501
"112,991",McDonald County Sheriffs Dept,MO06000
"112,991",Pierce City Police Dept,MO05505
"112,991",Washburn Police Dept,MO00507
"112,991",Wheaton Police Dept,MO00508
"112,979",Belleville Police Department,
"112,979",Cottage Grove Police Department,
"112,979",Cross Plains Police Department,
"112,979",Dane County District Attorney's Office,
"112,979",Dane County Sheriff's Office,
"112,979",Dane Police Department,
"112,979",DeForest Police Department,
"112,979",Fitchburg Police Department,
"112,979",Madison Police Department,
"112,979",Maple Bluff Police Department,
"112,979",Marshall Police Department,
"112,979",McFarland Police Department,
"112,979",Middleton Police Department,
"112,979",Monona Police Department,
"112,979",Mt. Horeb Police Department,
"112,979",Oregon Police Department,
"112,979",Stoughton Police Department,
"112,979",Sun Prairie Police Department,
"112,979",Town of Madison Police Department,
"112,979",U.W. Madison Police Department,
"112,979",Verona Police Department,
"112,979",Waunakee Police Department,
"112,970",Oklahoma City Police Department,
"112,970",Oklahoma County District Attorney,
"112,970",Oklahoma County Sheriff's Department,
"112,969",Drug Enforcement Agency,
"112,967",DAVIESS CO SHERIFF'S DEPT.,
"112,967",EVANSVILLE POLICE DEPARTMENT,
"112,967",GIBSON CO. SHERIFF'S DEPARTMENT,
"112,967",INDIANA STATE POLICE ,
"112,967",VANDERBURG CO. SHERIFF'S DEPT. ,
"112,967",VINCENNES POLICE DEPARTMENT,
"112,951",Edmonds Police Department,
"112,951",Lynnwood Police Department,
"112,951",Mountlake Terrace Police Department,
"112,939","Bureau of Alcohol,Tobacco&Firearms (ATF",
"112,939",Drug Enforcement Administration (DEA),
"112,939",Federal Bureau of Investigation (FBI),
"112,939",Hidalgo Count HIDTA Task Force,
"112,939",Hidalgo County Constable's Office Prct  3,
"112,939",Hidalgo County Criminal District Attorney,
"112,939",Immigration & Customs Enforcment (INC),
"112,939",Internal Revenue Service (IRA),
"112,939",McAllen Independent School Dist PD (K-9),
"112,939",Texas Alcohol & Beverage Commission,
"112,939",Texas National Guard,
"112,939",U.S. Marshal's Service (USMS),
"112,921",City of Brookfield Police,
"112,921",City of Muskego Police,
"112,921",City of New Berlin Police,
"112,921",City of Pewaukee Police,
"112,921",City of Waukesha Police,
"112,921",Village of Hartland Police,
"112,921",Village of Menomonee Falls Police,
"112,921",Village of Pewaukee Police,
"112,921",Waukesha County Sheriff,
"112,918",Village of Oak Lawn Police Department,
"112,916",Carbondale Police Department,
"112,916",Garfield County District Attorney,
"112,916",Garfield County Sheriff's Office,
"112,916",Glenwood Springs Police Department,
"112,916",Rifle Police Department,
"112,916",Silt Police Department,
"112,916",Vail Police Department,
"112,915",City of Apple Valley,
"112,915",City of Burnsville,
"112,915",City of Eagan,
"112,915",City of Farmington,
"112,915",City of Hastings,
"112,915",City of Inver Grove Heights,
"112,915",City of Lakeville,
"112,915",City of Mendota Heights,
"112,915",City of Rosemount,
"112,915",City of Savage,
"112,915",City of South St. Paul,
"112,915",City of West St. Paul,
"112,915",Dakota County,
"112,903",Allegany County Sheriff's Office,
"112,903",Cattaraugus County Sheriff's Office,
"112,903",Chautauqua County Sheriff's Office,
"112,903",City of Dunkirk Police Department,
"112,903",City of Jamestown Police Department,
"112,903",City of Olean Police Department,
"112,903",City of Salamanca Police Department,
"112,900",Smyrna Police Department,
"112,892",Blytheville Police Dept.,
"112,892",Craighead County Sheriff's Dept.,
"112,892",Jonesboro Police Dept.,
"112,892",Mississippi County Sheriff's Dept.,
"112,892",Osceola Police Dept.,
"112,890",Bismarck Police Department,
"112,890",Burleigh County Sheriffs Department,
"112,890",Drug Enforcement Administration,
"112,890",Mandan Police Department,
"112,890",Morton County Sheriffs Department,
"112,890",ND Department of Corrections,
"112,890",ND National Guard,
"112,890",North Dakota Bureau of Criminal Inves.,
"112,877",Delaware City Police Department,
"112,877",Delaware County Prosecutor's Office,
"112,877",Delaware County Sheriff's Office,
"112,877",Genoa Township Police Department,
"112,877",Powell Police Department,
"112,877",Sunbury Police Department,
"112,877",Westerville Police Department,
"112,877",Worthington Police Department,
"112,857",Bellevue Police Department,
"112,857",King County Prosecutor's Office,
"112,857",King County Sheriff's Office,
"112,857",Kirkland Police Department,
"112,857",Mercer Island Police Department,
